Device name: DESKTOP-54UO011
Date & time: 2023-04-13 14:12:53.685033
======================================================
datetime,window_title,data_ID,logged_data
2023-04-13 14:33:25.029359,#b2c5-security | ICT++ - Discord,0,weten als je vaker in de les aanwezi [BACKSPACE]g zou zijn[ENTER][SHIFT]:raised[ENTER][ENTER]raised[SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT]Ik zei in de les[ENTER]niet op school[ENTER]el[BACKSPACE][BACKSPACE]leer lezen[ENTER]ol[BACKSPACE]eloe[BACKSPACE][BACKSPACE]e[ENTER]raised[SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT]Ja maar da's irrelevant voor mij[ENTER][SHIFT]H[BACKSPACE]Ik kan me niet herinneren dat ik me [CTRL][BACKSPACE]m[BACKSPACE]me oo[CTRL][BACKSPACE][BACKSPACE]je ooit vroeg om je locatie[ENTER]raised
2023-04-13 14:34:25.030000,#b2c5-security | ICT++ - Discord,0,No input available.
2023-04-13 14:35:24.311121,Desktop,0,No input available.
2023-04-13 14:35:24.452609,Task switching,0,No input available.
2023-04-13 14:35:25.195271,Desktop,0,No input available.
2023-04-13 14:35:25.197266,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[CTRL]
2023-04-13 14:36:25.197764,B2C5 PI6 - Casusdocumentatie.docx - Word,0,No input available.
2023-04-13 14:37:25.198725,B2C5 PI6 - Casusdocumentatie.docx - Word,0,No input available.
2023-04-13 14:38:25.198729,B2C5 PI6 - Casusdocumentatie.docx - Word,0,esc`escescesc
2023-04-13 14:39:25.199677,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[BACKSPACE]home
2023-04-13 14:39:36.840222,Desktop,0,No input available.
2023-04-13 14:39:36.962838,Task switching,0,No input available.
2023-04-13 14:39:37.530147,Desktop,0,No input available.
2023-04-13 14:39:37.531143,Python Move Files Or Directories [5 Ways]– PYnative - Google Chrome,0,No input available.
2023-04-13 14:39:37.948981,Desktop,0,No input available.
2023-04-13 14:39:38.073333,Task switching,0,No input available.
2023-04-13 14:39:38.763016,Desktop,0,No input available.
2023-04-13 14:39:38.765010,B2C5 PI6 - Casusdocumentatie.docx - Google Chrome,0,No input available.
2023-04-13 14:39:40.502726,B2C5 PI6 - Casusdocumentatie22222222222.docx - Google Chrome,0,No input available.
2023-04-13 14:39:41.379010,B2C5 - PI6 Casusdocumentatie - OneDrive - Google Chrome,0,No input available.
2023-04-13 14:39:43.214088,B2C5 PI6 - Casusdocumentatie22222222222.docx - Google Chrome,0,No input available.
2023-04-13 14:39:44.534108,B2C5 - PI6 Casusdocumentatie - OneDrive - Google Chrome,0,No input available.
2023-04-13 14:39:45.180760,Inleveropdrachten - OneDrive - Google Chrome,0,No input available.
2023-04-13 14:39:47.029880,Naamloos - Google Chrome,0,No input available.
2023-04-13 14:39:47.242889,B2F3 PI7 - Norm document.docx - Google Chrome,0,"[ENTER][SHIFT]V[BACKSPACE][SHIFT]Opmerking [SHIFT]Vincent[SHIFT] [BACKSPACE]:[ENTER]- [SHIFT]Duidelijke bronerme[BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE]vermeldingen [SHIFT](niet [SHIFT]Google aub[SHIFT])[BACKSPACE], maar specifieke websites[SHIFT])[ENTER][SHIFT]Beschrijf kort hoe je voor inforati[BACKSPACE][BACKSPACE][BACKSPACE]matie heb gezocht[SHIFT]? Systematische o[BACKSPACE]zoekopdracht of g[BACKSPACE]' gewoon gezocht '[BACKSPACE]' .[ENTER]"
2023-04-13 14:40:38.616537,Desktop,0,No input available.
2023-04-13 14:40:38.618875,B2C5 PI6 - Casusdocumentatie.docx - Word,0,No input available.
2023-04-13 14:41:38.619062,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[CTRL][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE]
2023-04-13 14:42:38.619397,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[CTRL][BACKSPACE][BACKSPACE][BACKSPACE][CTRL]rightrightrightrightrightright[BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][CTRL]leftleftleft[BACKSPACE][CTRL][BACKSPACE][BACKSPACE]leftleftright[BACKSPACE]delete[CTRL]leftlefts[BACKSPACE][CTRL][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][SHIFT]upup[SHIFT]De database gebruikt [SHIFT]My[SHIFT]SQL [CTRL][BACKSPACE][BACKSPACE]wordt gebouwd op een [SHIFT]My[SHIFT]SQL server.[CTRL]s
2023-04-13 14:43:38.619508,B2C5 PI6 - Casusdocumentatie.docx - Word,0,No input available.
2023-04-13 14:44:38.619899,B2C5 PI6 - Casusdocumentatie.docx - Word,0,No input available.
2023-04-13 14:45:38.619923,B2C5 PI6 - Casusdocumentatie.docx - Word,0,moet de mogelijkheid he[CTRL][BACKSPACE][BACKSPACE][BACKSPACE]sdowndown [BACKSPACE]per ra[BACKSPACE]j[BACKSPACE]ij upup[CTRL]rightrightrightleft[BACKSPACE][BACKSPACE][BACKSPACE]ee aa[BACKSPACE][BACKSPACE][BACKSPACE]n door de systeembeheerder aanpasbaar aantaldowndowndowndownleft[SHIFT]Mustright[SHIFT]De database 
